Customer ID,Total Purchases,Total Amount Spent,Average Purchase Value,Recency,Frequency,Target
100655.0,15.0,1155.0,77.0,710.0,,0
100661.0,1.0,510.0,510.0,1073.0,,0
100668.0,2.0,360.0,180.0,1076.0,,0
100677.0,1.0,214.0,214.0,998.0,,0
100691.0,1.0,209.0,209.0,1074.0,,0
100707.0,1.0,296.1,296.1,720.0,,0
100720.0,24.0,2160.0,90.0,355.0,1.0,0
100723.0,1.0,0.0,0.0,1067.0,,0
100726.0,4.0,614.4,153.6,1073.0,,0
100728.0,5.0,1190.0,238.0,412.0,,0
100732.0,-19.0,-20311.0,1069.0,786.0,,0
100740.0,1.0,108.0,108.0,1048.0,,0
100749.0,1.0,250.0,250.0,1074.0,,0
100751.0,10.0,1143.0,114.3,720.0,,0
100755.0,30.0,300.0,10.0,1018.0,,0
100760.0,2.0,948.2,474.1,328.0,1.0,0
100763.0,1.0,0.0,0.0,970.0,,0
100768.0,1.0,0.0,0.0,1073.0,,0
100770.0,-1.0,-8.89,8.89,716.0,,0
100772.0,1.0,0.0,0.0,55.0,1.0,0
100781.0,1.0,0.0,0.0,964.0,,0
100782.0,1.0,796.0,796.0,1074.0,,0
100784.0,2.0,180.0,90.0,1024.0,,0
100790.0,1.0,0.0,0.0,971.0,,0
100793.0,-1.0,-37.54,37.54,681.0,,0
100818.0,15.0,0.0,0.0,733.0,,0
100819.0,15.0,2130.0,142.0,1074.0,,0
100820.0,-1.0,-29.1,29.1,769.0,,0
100821.0,2.0,588.0,294.0,550.0,,0
100826.0,1.0,182.4,182.4,720.0,,0
100832.0,2.0,1110.0,555.0,1074.0,,0
100842.0,-1.0,-255.0,255.0,692.0,,0
100843.0,1.0,325.0,325.0,1017.0,,0
100845.0,21.0,2945.25,140.25,713.0,,0
100852.0,1.0,0.0,0.0,926.0,,0
100853.0,1.0,0.0,0.0,1011.0,,0
100854.0,1.0,89.1,89.1,354.0,1.0,0
100859.0,1.0,300.0,300.0,1025.0,,0
100865.0,10.0,320.0,32.0,858.0,,0
100881.0,10.0,9571.0,957.1,975.0,,0
100883.0,1.0,255.0,255.0,1061.0,,0
100887.0,4.0,604.0,151.0,717.0,,0
100889.0,2.0,136.0,68.0,223.0,1.0,0
100891.0,1.0,202.0,202.0,1061.0,,0
100895.0,1.0,52.5,52.5,1010.0,,0
100898.0,-1.0,-16.67,16.67,769.0,,0
100902.0,12000.0,0.0,0.0,61.0,1.0,0
100903.0,2.0,912.0,456.0,3.0,1.0,0
100906.0,5.0,2875.0,575.0,1067.0,,0
100908.0,1.0,369.0,369.0,1046.0,,0
100912.0,2.0,548.0,274.0,1027.0,,0
100919.0,4.0,56.0,14.0,1069.0,,0
100920.0,-1.0,-16.34,16.34,681.0,,0
100924.0,4.0,680.0,170.0,1068.0,,0
100928.0,1.0,164.0,164.0,1021.0,,0
100931.0,1.0,325.0,325.0,1074.0,,0
100935.0,2.0,72.6,36.3,347.0,1.0,0
100941.0,-6.0,-2250.0,375.0,639.0,,0
100943.0,1.0,295.0,295.0,802.0,,0
100947.0,1.0,250.8,250.8,396.0,,0
100950.0,1.0,89.1,89.1,459.0,,0
100962.0,4.0,1956.0,489.0,968.0,,0
100963.0,80.0,5600.0,70.0,946.0,,0
100964.0,12.0,312.0,26.0,1053.0,,0
100970.0,1.0,555.0,555.0,1067.0,,0
100971.0,1.0,274.0,274.0,1021.0,,0
100972.0,1.0,272.0,272.0,1055.0,,0
100976.0,3.0,975.0,325.0,674.0,,0
100977.0,1.0,477.4,477.4,361.0,1.0,0
100986.0,1.0,0.0,0.0,968.0,,0
100987.0,1.0,306.0,306.0,1073.0,,0
100988.0,3.0,894.0,298.0,996.0,,0
100991.0,1.0,180.0,180.0,916.0,,0
100997.0,6.0,2934.0,489.0,1049.0,,0
101015.0,4.0,252.0,63.0,354.0,1.0,0
101023.0,65.0,9945.0,153.0,1070.0,,0
101024.0,1.0,75.0,75.0,783.0,,0
101026.0,1.0,0.0,0.0,972.0,,0
101033.0,3.0,537.0,179.0,1007.0,,0
101034.0,2.0,916.0,458.0,1046.0,,0
101036.0,1.0,255.0,255.0,1073.0,,0
101051.0,1.0,611.0,611.0,719.0,,0
101053.0,4.0,964.0,241.0,424.0,,0
101054.0,1.0,17.82,17.82,355.0,1.0,0
101055.0,1.0,259.0,259.0,1074.0,,0
101059.0,-1.0,-420.0,420.0,697.0,,0
101060.0,1.0,202.0,202.0,961.0,,0
101062.0,1.0,255.0,255.0,760.0,,0
101071.0,24.0,2040.0,85.0,390.0,,0
101076.0,1.0,770.0,770.0,1061.0,,0
101087.0,1.0,623.7,623.7,82.0,1.0,0
101096.0,1.0,543.4,543.4,321.0,1.0,0
101102.0,1.0,255.0,255.0,1069.0,,0
101105.0,2.0,1978.0,989.0,790.0,,0
101106.0,2.0,808.0,404.0,1076.0,,0
101109.0,1.0,294.0,294.0,710.0,,0
101111.0,2.0,600.0,300.0,1073.0,,0
101115.0,1.0,0.0,0.0,968.0,,0
101117.0,1.0,272.0,272.0,802.0,,0
101119.0,4.0,864.0,216.0,1056.0,,0
101121.0,1.0,186.0,186.0,520.0,,0
101123.0,1.0,170.0,170.0,843.0,,0
101133.0,1.0,796.0,796.0,1074.0,,0
101134.0,1.0,770.0,770.0,1046.0,,0
101135.0,3.0,168.0,56.0,585.0,,0
101143.0,3000.0,55260.0,18.42,719.0,,0
101145.0,1.0,829.75,829.75,1069.0,,0
101146.0,2.0,231.84,115.92,361.0,1.0,0
101150.0,3.0,240.0,80.0,79.0,1.0,0
101152.0,1.0,1051.6,1051.6,398.0,,0
101153.0,2.0,544.0,272.0,1074.0,,0
101155.0,1.0,352.0,352.0,1025.0,,0
101161.0,1.0,8500.0,8500.0,759.0,,0
101162.0,3.0,324.0,108.0,1048.0,,0
101164.0,1.0,545.0,545.0,1067.0,,0
101165.0,10.0,180.0,18.0,1073.0,,0
101170.0,4.0,340.0,85.0,1056.0,,0
101183.0,1.0,209.0,209.0,1039.0,,0
101196.0,1.0,114.0,114.0,1047.0,,0
101200.0,1.0,170.0,170.0,741.0,,0
101206.0,1.0,68.0,68.0,1074.0,,0
101211.0,1.0,170.0,170.0,1069.0,,0
101215.0,1.0,18.0,18.0,1073.0,,0
101221.0,2.0,193.5,96.75,718.0,,0
101222.0,2.0,30.0,15.0,1076.0,,0
101230.0,1.0,255.0,255.0,1069.0,,0
101235.0,1.0,0.0,0.0,1031.0,,0
101236.0,25.0,2698.75,107.95,1076.0,,0
101239.0,1.0,308.0,308.0,1054.0,,0
101242.0,1.0,138.0,138.0,824.0,,0
101245.0,1.0,272.0,272.0,1074.0,,0
101253.0,1.0,127.0,127.0,649.0,,0
101257.0,1.0,0.0,0.0,926.0,,0
101258.0,1.0,0.0,0.0,926.0,,0
101260.0,1.0,369.6,369.6,1072.0,,0
101262.0,2.0,500.0,250.0,1074.0,,0
101263.0,-12.0,-1020.0,85.0,961.0,,0
101272.0,480.0,513120.0,1069.0,1056.0,,0
101276.0,1.0,1069.0,1069.0,720.0,,0
101278.0,8.0,2000.0,250.0,975.0,,0
101283.0,-1.0,-3015.0,3015.0,643.0,,0
101288.0,120.0,3120.0,26.0,68.0,1.0,0
101298.0,1.0,140.0,140.0,681.0,,0
101300.0,1.0,412.0,412.0,1011.0,,0
101302.0,1.0,0.0,0.0,977.0,,0
101309.0,3.0,342.0,114.0,878.0,,0
101311.0,2.0,1060.0,530.0,1077.0,,0
101312.0,2.0,110.0,55.0,1041.0,,0
101316.0,1.0,108.0,108.0,1048.0,,0
101318.0,1.0,403.0,403.0,697.0,,0
101327.0,-59.0,-4130.0,70.0,747.0,,0
101328.0,1.0,306.0,306.0,1074.0,,0
101329.0,40.0,3400.0,85.0,678.0,,0
101335.0,1.0,175.0,175.0,1073.0,,0
101338.0,1.0,274.0,274.0,1027.0,,0
101339.0,6.0,1198.56,199.76,361.0,1.0,0
101344.0,12.0,3000.0,250.0,1052.0,,0
101353.0,2.0,924.0,462.0,782.0,,0
101360.0,1.0,217.85,217.85,426.0,,0
101365.0,8.0,2392.0,299.0,1006.0,,0
101366.0,4.0,104.4,26.1,1074.0,,0
101372.0,1.0,85.0,85.0,1074.0,,0
101379.0,1.0,275.0,275.0,703.0,,0
101380.0,50.0,15625.0,312.5,1045.0,,0
101381.0,1.0,1126.0,1126.0,954.0,,0
101383.0,26.0,2600.0,100.0,719.0,,0
101391.0,1.0,0.0,0.0,362.0,1.0,0
101392.0,1.0,0.0,0.0,964.0,,0
101393.0,1.0,0.0,0.0,1059.0,,0
101394.0,1.0,1496.0,1496.0,992.0,,0
101403.0,1.0,325.0,325.0,1074.0,,0
101404.0,3.0,1635.0,545.0,1067.0,,0
101413.0,4.0,567.6,141.9,321.0,1.0,0
101416.0,3.0,2796.0,932.0,1046.0,,0
101417.0,1.0,208.0,208.0,534.0,,0
101418.0,10.0,7128.0,712.8,795.0,,0
101424.0,1.0,275.0,275.0,1074.0,,0
101427.0,22.0,1540.0,70.0,921.0,,0
101430.0,10.0,770.0,77.0,1074.0,,0
101433.0,40.0,3400.0,85.0,705.0,,0
101434.0,1.0,555.0,555.0,1074.0,,0
101437.0,4.0,864.0,216.0,1056.0,,0
101441.0,2.0,700.0,350.0,898.0,,0
101443.0,1.0,36.3,36.3,310.0,1.0,0
101445.0,1.0,108.0,108.0,1048.0,,0
101446.0,1.0,15.0,15.0,1063.0,,0
101461.0,1.0,272.0,272.0,1060.0,,0
101469.0,10.0,300.0,30.0,1006.0,,0
101470.0,1.0,0.0,0.0,983.0,,0
101472.0,1.0,132.0,132.0,1063.0,,0
101476.0,1.0,0.0,0.0,969.0,,0
101480.0,1.0,555.0,555.0,1074.0,,0
101481.0,1.0,0.0,0.0,969.0,,0
101484.0,-1.0,-15.16,15.16,681.0,,0
101485.0,1.0,153.0,153.0,867.0,,0
101486.0,-1.0,-101.0,101.0,712.0,,0
101487.0,-1.0,-15.71,15.71,681.0,,0
101488.0,1.0,596.4,596.4,422.0,,0
101497.0,1.0,0.0,0.0,1073.0,,0
101498.0,1.0,202.0,202.0,1012.0,,0
101499.0,1.0,835.0,835.0,1045.0,,0
101502.0,10.0,1348.5,134.85,1074.0,,0
101507.0,20.0,5382.0,269.1,1006.0,,0
101512.0,24.0,6480.0,270.0,946.0,,0
101514.0,-500.0,-23700.0,47.4,949.0,,0
101518.0,1.0,52.0,52.0,1010.0,,0
101527.0,1.0,233.0,233.0,1069.0,,0
101531.0,12.0,348.0,29.0,1070.0,,0
101534.0,1.0,250.0,250.0,962.0,,0
101537.0,1.0,555.0,555.0,1076.0,,0
101538.0,1.0,555.0,555.0,1067.0,,0
101549.0,1.0,274.0,274.0,1024.0,,0
101554.0,90.0,7650.0,85.0,759.0,,0
101570.0,1.0,175.0,175.0,1063.0,,0
101574.0,21.0,1260.0,60.0,1070.0,,0
101577.0,3.0,1084.5,361.5,410.0,,0
101582.0,1.0,262.0,262.0,1045.0,,0
101592.0,1.0,255.0,255.0,1069.0,,0
101594.0,330.0,15444.0,46.8,720.0,,0
101597.0,10.0,2485.0,248.5,971.0,,0
101603.0,1.0,260.7,260.7,405.0,,0
101605.0,2.0,167.7,83.85,719.0,,0
101609.0,1.0,255.0,255.0,1074.0,,0
101613.0,-8.0,-800.0,100.0,810.0,,0
101622.0,12.0,2872.8,239.4,447.0,,0
101624.0,3.0,2970.0,990.0,1068.0,,0
101625.0,1.0,262.0,262.0,923.0,,0
101626.0,1.0,250.0,250.0,1067.0,,0
101628.0,1.0,298.0,298.0,1074.0,,0
101629.0,10.0,2000.0,200.0,1064.0,,0
101665.0,2.0,476.0,238.0,1077.0,,0
101669.0,1.0,0.0,0.0,971.0,,0
101674.0,1.0,229.9,229.9,33.0,1.0,0
101680.0,1.0,0.0,0.0,751.0,,0
101685.0,1.0,555.0,555.0,1074.0,,0
101689.0,1.0,0.0,0.0,969.0,,0
101692.0,1.0,73.0,73.0,643.0,,0
101694.0,1.0,0.0,0.0,982.0,,0
101696.0,1.0,59.15,59.15,720.0,,0
101702.0,2.0,510.0,255.0,1069.0,,0
101715.0,1.0,399.0,399.0,676.0,,0
101721.0,1.0,82.5,82.5,104.0,1.0,0
101724.0,1.0,0.0,0.0,1059.0,,0
101731.0,1.0,228.0,228.0,669.0,,0
101737.0,1.0,272.0,272.0,1068.0,,0
101739.0,21.0,1470.0,70.0,282.0,1.0,0
101740.0,16.0,1360.0,85.0,1064.0,,0
101741.0,1.0,355.0,355.0,1011.0,,0
101748.0,1.0,129.0,129.0,775.0,,0
101755.0,2.0,28.0,14.0,1074.0,,0
101756.0,1.0,15.0,15.0,977.0,,0
101763.0,30.0,1290.0,43.0,342.0,1.0,0
101776.0,1.0,0.0,0.0,291.0,1.0,0
101782.0,1.0,209.0,209.0,1076.0,,0
101804.0,1.0,255.0,255.0,1073.0,,0
101805.0,1.0,0.0,0.0,926.0,,0
101807.0,1.0,0.0,0.0,970.0,,0
101812.0,-1.0,-101.0,101.0,711.0,,0
101814.0,-1.0,-15.84,15.84,681.0,,0
101815.0,1.0,55.0,55.0,1074.0,,0
101816.0,1.0,255.0,255.0,817.0,,0
101823.0,-30.0,-1080.0,36.0,713.0,,0
101825.0,1.0,770.0,770.0,1046.0,,0
101837.0,1.0,0.0,0.0,1072.0,,0
101838.0,2.0,500.0,250.0,1074.0,,0
101859.0,2.0,548.0,274.0,1046.0,,0
101868.0,-1.0,-54.94,54.94,719.0,,0
101870.0,1.0,359.7,359.7,417.0,,0
101893.0,510.0,7150.0,14.019607843137255,797.0,,0
101894.0,3.0,217.8,72.60000000000001,422.0,,0
101903.0,1.0,0.0,0.0,342.0,1.0,0
101906.0,2.0,555.0,277.5,1067.0,,0
101907.0,1.0,55.0,55.0,1074.0,,0
101916.0,1.0,47.3,47.3,354.0,1.0,0
101917.0,1.0,170.0,170.0,1067.0,,0
101920.0,1.0,545.0,545.0,1074.0,,0
101925.0,1.0,255.0,255.0,768.0,,0
101935.0,1.0,675.0,675.0,1054.0,,0
101939.0,1.0,0.0,0.0,695.0,,0
101940.0,96.0,50400.0,525.0,720.0,,0
101942.0,1.0,315.0,315.0,1056.0,,0
101955.0,3.0,66.0,22.0,1066.0,,0
101964.0,1.0,180.0,180.0,1074.0,,0
101966.0,12.0,1464.0,122.0,1040.0,,0
101973.0,1.0,92.0,92.0,1074.0,,0
101977.0,1.0,180.0,180.0,1061.0,,0
101978.0,70.0,4538.1,64.83,717.0,,0
101983.0,1.0,498.96,498.96,347.0,1.0,0
101986.0,1.0,547.0,547.0,1035.0,,0
101987.0,30.0,2700.0,90.0,1074.0,,0
101992.0,1.0,89.1,89.1,208.0,1.0,0
101993.0,2.0,363.2,181.6,720.0,,0
101999.0,2.0,1540.0,770.0,1056.0,,0
102010.0,1.0,555.0,555.0,1074.0,,0
102012.0,1.0,0.0,0.0,26.0,1.0,0
102013.0,1.0,0.0,0.0,920.0,,0
102016.0,1.0,510.0,510.0,1074.0,,0
102018.0,1.0,0.0,0.0,1074.0,,0
102019.0,1.0,132.0,132.0,1000.0,,0
102023.0,1.0,98.0,98.0,1076.0,,0
102024.0,1.0,0.0,0.0,1074.0,,0
102025.0,1.0,154.0,154.0,352.0,1.0,0
102027.0,-1.0,-14.33,14.33,719.0,,0
102028.0,5.0,140.0,28.0,1073.0,,0
102032.0,1.0,0.0,0.0,1074.0,,0
102033.0,1.0,75.0,75.0,1004.0,,0
102034.0,12.0,840.0,70.0,1064.0,,0
102035.0,1.0,0.0,0.0,968.0,,0
102036.0,4.0,716.0,179.0,719.0,,0
102037.0,1.0,209.0,209.0,1067.0,,0
102038.0,1.0,180.0,180.0,1076.0,,0
102039.0,1.0,0.68,0.68,384.0,,0
102040.0,5.0,1240.0,248.0,1061.0,,0
102042.0,1.0,14.4,14.4,1069.0,,0
102044.0,1.0,510.0,510.0,1074.0,,0
102045.0,1.0,255.0,255.0,887.0,,0
102046.0,1.0,250.0,250.0,1076.0,,0
102049.0,1.0,510.0,510.0,1074.0,,0
102050.0,-1.0,-16.34,16.34,415.0,,0
102051.0,3.0,970.2,323.40000000000003,361.0,1.0,0
102052.0,1.0,0.0,0.0,968.0,,0
102053.0,3.0,1140.0,380.0,1072.0,,0
102055.0,16.0,1360.0,85.0,1064.0,,0
102056.0,1.0,352.0,352.0,1027.0,,0
102057.0,1.0,241.0,241.0,1074.0,,0
102058.0,5.0,214.0,42.8,1068.0,,0
102059.0,5.0,115.0,23.0,1074.0,,0
102060.0,2.0,110.0,55.0,1074.0,,0
102061.0,2.0,888.0,444.0,1061.0,,0
102062.0,1.0,56.0,56.0,1073.0,,0
102064.0,-27.0,-8505.0,315.0,674.0,,0
102075.0,1.0,0.0,0.0,1070.0,,0
102076.0,1.0,306.0,306.0,1069.0,,0
102078.0,-1.0,-16.34,16.34,681.0,,0
102081.0,1.0,142.0,142.0,716.0,,0
102083.0,1.0,462.0,462.0,969.0,,0
102084.0,1.0,380.0,380.0,1074.0,,0
102088.0,-3.0,-1635.0,545.0,685.0,,0
102089.0,1.0,796.0,796.0,1074.0,,0
102091.0,2.0,0.0,0.0,972.0,,0
102092.0,1.0,670.0,670.0,1074.0,,0
102093.0,-20.0,-1000.0,50.0,709.0,,0
102094.0,1.0,180.0,180.0,1074.0,,0
102096.0,1.0,369.0,369.0,1074.0,,0
102097.0,1.0,555.0,555.0,1074.0,,0
102098.0,-1.0,-14.44,14.44,768.0,,0
102102.0,1.0,306.0,306.0,1074.0,,0
102103.0,1.0,241.0,241.0,1074.0,,0
102104.0,1.0,250.0,250.0,1074.0,,0
102107.0,24.0,5520.0,230.0,1064.0,,0
102108.0,10.0,2740.0,274.0,1046.0,,0
102110.0,1.0,0.0,0.0,970.0,,0
102111.0,1.0,0.0,0.0,947.0,,0
102112.0,1.0,0.0,0.0,1073.0,,0
102114.0,30.0,5970.0,199.0,975.0,,0
102117.0,1.0,675.0,675.0,1074.0,,0
102118.0,115.0,7038.0,61.2,949.0,,0
102119.0,1.0,1069.0,1069.0,997.0,,0
102121.0,1.0,274.0,274.0,978.0,,0
102123.0,2.0,360.0,180.0,1074.0,,0
102124.0,1.0,85.0,85.0,1053.0,,0
102127.0,-1.0,-16.34,16.34,698.0,,0
102129.0,19.0,475.0,25.0,1064.0,,0
102130.0,1.0,510.0,510.0,1074.0,,0
102134.0,1.0,42.58,42.58,711.0,,0
102135.0,1.0,207.0,207.0,1074.0,,0
102136.0,1.0,0.0,0.0,977.0,,0
102138.0,2.0,1110.0,555.0,1074.0,,0
102141.0,1.0,0.0,0.0,901.0,,0
102144.0,1.0,0.0,0.0,1075.0,,0
102145.0,1.0,325.0,325.0,1073.0,,0
102146.0,1.0,555.0,555.0,1074.0,,0
102147.0,1.0,0.0,0.0,1066.0,,0
102148.0,1.0,142.0,142.0,1067.0,,0
102152.0,1.0,180.0,180.0,1074.0,,0
102154.0,6.0,168.0,28.0,1073.0,,0
102155.0,1.0,255.0,255.0,1067.0,,0
102157.0,1.0,124.2,124.2,55.0,1.0,0
102159.0,1.0,510.0,510.0,1073.0,,0
102163.0,2.0,360.0,180.0,1074.0,,0
102168.0,9.0,2700.0,300.0,678.0,,0
102170.0,1.0,144.0,144.0,1075.0,,0
102174.0,1.0,6666.66,6666.66,340.0,1.0,0
102180.0,-5.0,-315.0,63.0,709.0,,0
102181.0,1.0,675.0,675.0,1047.0,,0
102182.0,8.0,5384.0,673.0,1063.0,,0
102184.0,1.0,108.0,108.0,1048.0,,0
102188.0,1.0,85.0,85.0,1063.0,,0
102191.0,30.0,300.0,10.0,1006.0,,0
102194.0,1.0,0.0,0.0,971.0,,0
102197.0,1.0,295.2,295.2,1063.0,,0
102199.0,1.0,180.0,180.0,1074.0,,0
102204.0,1.0,238.4,238.4,1074.0,,0
102205.0,1.0,64.8,64.8,716.0,,0
102207.0,5.0,720.0,144.0,1070.0,,0
102208.0,1.0,380.0,380.0,1074.0,,0
102212.0,2.0,56.0,28.0,1076.0,,0
102215.0,6.0,1194.0,199.0,276.0,1.0,0
102218.0,10.0,3087.5,308.75,1074.0,,0
102222.0,6.0,1950.0,325.0,284.0,1.0,0
102230.0,1.0,0.0,0.0,1031.0,,0
102233.0,1.0,499.5,499.5,1074.0,,0
102237.0,2.0,228.8,114.4,362.0,1.0,0
102250.0,1.0,43.4,43.4,720.0,,0
102254.0,1.0,380.0,380.0,1074.0,,0
102264.0,5.0,2795.0,559.0,712.0,,0
102265.0,1.0,175.0,175.0,718.0,,0
102267.0,2.0,1834.0,917.0,1073.0,,0
102268.0,2.0,760.0,380.0,1074.0,,0
102271.0,-1.0,-16.34,16.34,702.0,,0
102284.0,1.0,456.72,456.72,247.0,1.0,0
102287.0,1.0,675.0,675.0,1047.0,,0
102292.0,1.0,0.0,0.0,1006.0,,0
102312.0,-1.0,-13.82,13.82,719.0,,0
102318.0,1.0,409.51,409.51,355.0,1.0,0
102320.0,1.0,1069.0,1069.0,1074.0,,0
102322.0,600.0,53100.0,88.5,353.0,1.0,0
102324.0,1.0,25.0,25.0,719.0,,0
102352.0,1.0,0.0,0.0,1077.0,,0
102358.0,1.0,216.0,216.0,982.0,,0
102359.0,1.0,19.0,19.0,950.0,,0
102375.0,3.0,462.0,154.0,251.0,1.0,0
102396.0,1.0,852.0,852.0,781.0,,0
